,평점,숙박가격,객실수,총후기,경쟁업소_수(1km내),경쟁업소_최단거리(1km내),경쟁업소_최장거리(1km내),경쟁업소_평균거리(1km내),버스정류장_수(1km내),지하철역_수(1km내),버스정류장_최단거리(1km내),버스정류장_평균거리(1km내),지하철역_최단거리(1km내),지하철역_평균거리(1km내),교통유동인구_월평균승차수(1km내),교통유동인구_월평균하차수(1km내),교통유동인구_월평균승하차총계(1km내),관광지_수(1km내),쇼핑몰_수(1km내),관광지_최단거리(1km내),관광지_평균거리(1km내),쇼핑몰_최단거리(1km내),쇼핑몰_평균거리(1km내)
0,4.8,250000,269,169,48,0.28,0.99,0.66,58,9,0.05,0.68,0.35,0.72,65461.18,66068.77,131529.95,6,6,0.61,0.82,0.57,0.79
1,4.7,200640,319,4416,8,0.43,0.83,0.6,45,3,0.07,0.67,0.09,0.62,41877.82,44699.42,86577.24,9,2,0.19,0.63,0.75,0.87
2,4.8,143000,378,7717,5,0.14,0.88,0.38,134,7,0.07,0.63,0.07,0.42,20412.48,20203.94,40616.42,3,3,0.7,0.79,0.18,0.23
4,4.7,158000,274,36,10,0.41,0.97,0.64,58,3,0.04,0.62,0.25,0.53,23108.84,23304.33,46413.18,15,7,0.13,0.5,0.14,0.43
5,4.6,187000,282,3645,12,0.03,1.0,0.63,61,3,0.15,0.59,0.12,0.56,56439.25,57304.34,113743.59,10,4,0.2,0.56,0.31,0.42
6,4.6,264000,621,5517,10,0.0,0.91,0.42,99,4,0.15,0.68,0.41,0.66,18449.56,17955.72,36405.29,12,7,0.12,0.57,0.14,0.39
8,4.7,124900,109,4678,1,0.71,0.71,0.71,66,2,0.21,0.68,0.54,0.57,28183.96,27355.81,55539.77,4,6,0.52,0.69,0.66,0.78
11,4.5,130000,310,7375,10,0.35,0.9,0.59,93,2,0.09,0.63,0.26,0.53,46442.75,46648.83,93091.59,7,4,0.11,0.7,0.58,0.68
12,4.9,447000,6,18,93,0.05,0.99,0.59,119,10,0.06,0.65,0.17,0.7,104293.22,104387.37,208680.59,13,13,0.31,0.65,0.38,0.49
13,4.7,335850,286,1532,10,0.0,0.91,0.42,99,4,0.15,0.68,0.41,0.66,18449.56,17955.72,36405.29,12,7,0.12,0.57,0.14,0.39
17,4.7,90000,158,7638,47,0.0,0.98,0.29,83,4,0.05,0.69,0.25,0.56,25788.33,26684.16,52472.49,7,8,0.16,0.55,0.25,0.49
20,4.5,124000,556,14290,46,0.06,0.95,0.31,81,4,0.02,0.68,0.22,0.55,25916.18,26174.18,52090.35,7,9,0.12,0.55,0.23,0.56
21,4.6,195000,58,1842,14,0.0,0.87,0.37,74,3,0.07,0.57,0.36,0.45,19703.37,20162.83,39866.21,6,3,0.74,0.88,0.92,0.94
23,4.4,104000,82,1729,5,0.22,0.62,0.39,78,2,0.11,0.63,0.32,0.57,15213.27,15223.81,30437.08,7,2,0.43,0.73,0.16,0.57
25,4.6,243100,523,1909,50,0.09,0.99,0.47,87,9,0.08,0.62,0.2,0.55,58401.27,59413.06,117814.33,8,21,0.27,0.68,0.33,0.57
26,4.5,154000,383,6539,5,0.14,0.78,0.33,128,6,0.1,0.63,0.19,0.37,19913.6,19753.64,39667.24,3,3,0.84,0.92,0.32,0.35
27,4.5,175000,152,2340,11,0.39,0.99,0.71,56,4,0.05,0.67,0.15,0.58,62175.63,62462.78,124638.41,7,4,0.24,0.51,0.49,0.68
28,4.9,495000,563,200,38,0.16,0.91,0.42,52,8,0.09,0.63,0.2,0.71,94801.11,97377.31,192178.43,21,8,0.18,0.61,0.17,0.52
30,4.6,164000,63,1626,11,0.13,0.89,0.32,67,3,0.09,0.64,0.11,0.38,48319.29,48368.88,96688.17,11,5,0.16,0.68,0.66,0.83
32,4.8,198000,232,2886,64,0.06,0.99,0.8,83,7,0.05,0.63,0.58,0.81,68232.37,68804.33,137036.7,15,4,0.18,0.72,0.62,0.77
33,4.5,172420,472,1991,1,0.67,0.67,0.67,51,3,0.06,0.57,0.16,0.61,33634.86,32738.17,66373.03,4,6,0.11,0.28,0.2,0.35
36,4.0,52950,54,746,46,0.0,0.86,0.38,74,4,0.18,0.68,0.33,0.52,28819.24,29479.82,58299.06,5,8,0.22,0.51,0.38,0.64
37,4.6,272250,309,2079,12,0.16,0.95,0.55,57,4,0.02,0.52,0.12,0.64,59609.23,60668.49,120277.72,10,4,0.24,0.51,0.21,0.31
40,4.8,203500,283,3601,20,0.28,0.97,0.75,109,4,0.06,0.66,0.43,0.77,46097.3,46880.01,92977.31,5,6,0.57,0.8,0.01,0.56
43,4.1,75000,39,820,2,0.0,0.97,0.48,43,4,0.05,0.6,0.31,0.57,28267.97,29525.44,57793.41,5,3,0.51,0.69,0.19,0.7
45,3.7,79900,226,231,52,0.15,1.0,0.49,63,6,0.02,0.68,0.48,0.69,63633.04,63506.0,127139.05,4,1,0.61,0.65,0.66,0.66
46,4.5,130950,254,567,53,0.12,0.97,0.55,82,12,0.1,0.65,0.29,0.68,78267.64,78653.08,156920.72,7,19,0.54,0.74,0.19,0.76
47,4.7,164820,431,1668,69,0.26,0.94,0.78,101,5,0.12,0.66,0.4,0.6,69243.68,67433.64,136677.32,25,3,0.13,0.58,0.2,0.58
48,4.8,192500,282,3135,4,0.26,0.54,0.37,113,6,0.05,0.62,0.09,0.41,22234.38,22058.65,44293.03,4,3,0.73,0.81,0.21,0.27
49,4.7,98000,121,99,95,0.02,0.99,0.47,103,9,0.11,0.63,0.26,0.59,93168.52,90892.72,184061.24,17,5,0.05,0.65,0.43,0.77
52,4.6,203500,591,3145,10,0.0,0.91,0.42,99,4,0.15,0.68,0.41,0.66,18449.56,17955.72,36405.29,12,7,0.12,0.57,0.14,0.39
53,4.2,70000,24,42,5,0.31,0.86,0.58,57,2,0.23,0.71,0.21,0.51,26824.26,26655.34,53479.6,14,8,0.41,0.74,0.68,0.77
54,4.0,70000,53,359,25,0.0,0.9,0.16,33,4,0.17,0.64,0.43,0.62,52556.68,53338.04,105894.72,5,1,0.75,0.86,0.37,0.37
55,4.7,202950,406,3447,55,0.21,0.94,0.59,88,11,0.14,0.63,0.28,0.62,61444.04,61127.87,122571.92,7,23,0.01,0.44,0.01,0.36
57,4.3,78500,355,4079,6,0.04,0.98,0.34,75,3,0.12,0.67,0.21,0.7,19140.16,19423.93,38564.09,6,1,0.08,0.44,0.42,0.42
60,4.5,203500,317,4332,6,0.18,0.92,0.71,127,4,0.03,0.6,0.17,0.59,24114.96,24130.41,48245.36,11,2,0.5,0.75,0.6,0.79
62,4.3,118700,250,2061,16,0.21,0.99,0.72,97,3,0.1,0.61,0.58,0.73,53044.01,53294.33,106338.33,6,1,0.61,0.77,0.3,0.3
65,4.5,140000,110,1416,14,0.03,1.0,0.56,50,3,0.04,0.67,0.73,0.79,76386.45,78200.67,154587.12,9,2,0.42,0.61,0.63,0.69
69,4.6,165000,258,1904,4,0.48,0.84,0.64,84,2,0.11,0.74,0.63,0.75,15417.17,14401.13,29818.3,14,8,0.26,0.63,0.2,0.72
70,4.3,118800,48,809,49,0.0,0.99,0.36,64,4,0.21,0.7,0.43,0.7,61631.64,61707.6,123339.24,4,1,0.76,0.8,0.68,0.68
71,4.6,242000,190,710,45,0.12,0.98,0.52,67,12,0.02,0.63,0.3,0.7,64144.09,64643.19,128787.28,4,19,0.5,0.66,0.35,0.74
72,4.4,90000,83,791,9,0.14,0.96,0.59,45,4,0.22,0.6,0.31,0.59,53463.39,56984.14,110447.53,5,1,0.45,0.77,0.26,0.26
73,4.1,120000,32,253,37,0.0,0.91,0.17,50,6,0.05,0.66,0.26,0.62,84151.11,87154.92,171306.03,12,6,0.53,0.69,0.54,0.7
74,4.6,90000,72,880,5,0.0,0.75,0.5,90,1,0.16,0.64,0.06,0.06,7396.64,7211.39,14608.03,9,5,0.28,0.49,0.16,0.49
76,4.7,544500,615,695,4,0.4,0.75,0.57,64,2,0.1,0.66,0.48,0.55,23954.25,23506.56,47460.81,14,2,0.09,0.52,0.86,0.9
77,4.3,60000,44,524,46,0.07,0.91,0.41,73,4,0.18,0.69,0.26,0.51,29120.79,29527.77,58648.56,4,8,0.27,0.45,0.45,0.69
78,3.7,88000,45,22,61,0.05,0.87,0.35,132,8,0.02,0.61,0.13,0.72,29778.34,29342.6,59120.94,21,8,0.2,0.64,0.04,0.55
79,4.8,183900,30,130,12,0.0,0.96,0.2,98,4,0.09,0.62,0.31,0.62,38218.92,37287.9,75506.82,16,2,0.6,0.85,0.73,0.74
80,4.1,158000,80,646,8,0.65,0.97,0.85,83,2,0.03,0.66,0.16,0.55,25860.01,27145.66,53005.67,22,5,0.13,0.56,0.11,0.58
81,4.6,297000,296,848,4,0.62,0.88,0.76,51,2,0.04,0.64,0.67,0.77,19469.5,19848.46,39317.96,6,3,0.51,0.75,0.34,0.54
82,4.7,162000,94,2345,19,0.0,0.92,0.46,145,7,0.06,0.64,0.43,0.72,37302.22,38628.94,75931.16,20,5,0.23,0.56,0.54,0.65
84,3.9,130000,80,985,21,0.0,0.99,0.56,130,5,0.01,0.63,0.43,0.63,40108.23,41630.99,81739.22,16,2,0.16,0.59,0.39,0.63
86,4.4,170000,154,2783,54,0.08,1.0,0.52,85,13,0.02,0.61,0.26,0.7,78511.9,79105.38,157617.29,8,19,0.42,0.72,0.18,0.63
87,4.6,121500,123,820,97,0.03,1.0,0.56,114,9,0.12,0.64,0.27,0.67,104899.11,104221.94,209121.06,12,13,0.23,0.62,0.28,0.42
89,4.8,134100,219,3204,53,0.04,1.0,0.52,89,13,0.05,0.62,0.3,0.7,75942.38,76945.75,152888.14,8,19,0.39,0.7,0.22,0.59
90,4.5,70000,36,584,4,0.63,0.85,0.75,67,1,0.07,0.69,0.56,0.56,23827.7,24425.15,48252.85,12,2,0.43,0.79,0.8,0.8
92,4.8,177650,215,455,54,0.1,0.95,0.54,77,12,0.04,0.61,0.05,0.62,67353.56,66852.4,134205.96,6,24,0.22,0.55,0.07,0.59
93,4.7,176000,272,2784,117,0.15,1.0,0.78,79,12,0.19,0.66,0.27,0.61,86652.26,85834.9,172487.17,6,4,0.22,0.65,0.46,0.62
95,4.5,224070,336,2479,19,0.08,0.98,0.46,145,5,0.06,0.65,0.21,0.61,32488.24,33639.96,66128.2,21,5,0.03,0.58,0.33,0.52
96,4.7,213400,333,2754,27,0.07,0.97,0.6,59,5,0.05,0.66,0.26,0.63,47681.55,43988.79,91670.34,7,6,0.38,0.79,0.78,0.87
98,4.8,314600,469,458,7,0.55,1.0,0.73,49,4,0.12,0.61,0.28,0.73,90842.05,93635.32,184477.37,19,7,0.02,0.42,0.15,0.42
99,4.9,423500,516,651,19,0.2,0.96,0.62,58,3,0.08,0.51,0.21,0.52,49541.88,50107.19,99649.07,9,4,0.18,0.45,0.02,0.12
102,4.1,99800,150,599,56,0.13,0.99,0.61,79,11,0.15,0.66,0.4,0.64,73466.97,74264.69,147731.66,7,14,0.57,0.75,0.19,0.79
103,4.2,125000,68,289,25,0.0,0.88,0.15,34,4,0.13,0.64,0.39,0.62,51214.21,52119.82,103334.02,5,1,0.73,0.87,0.35,0.35
107,4.9,438900,185,437,12,0.03,0.97,0.61,61,3,0.14,0.58,0.1,0.56,56439.25,57304.34,113743.59,10,4,0.23,0.55,0.29,0.4
110,5.0,170000,39,4,49,0.0,1.0,0.39,65,5,0.19,0.7,0.49,0.75,60907.04,60829.42,121736.46,5,1,0.76,0.84,0.63,0.63
111,4.6,89000,209,2282,5,0.04,0.43,0.2,73,2,0.1,0.66,0.17,0.56,19438.75,19831.38,39270.13,7,1,0.1,0.55,0.38,0.38
112,4.4,102000,139,2045,95,0.13,1.0,0.75,93,9,0.06,0.63,0.34,0.65,62583.21,63385.91,125969.11,9,12,0.27,0.74,0.23,0.77
113,4.6,539000,308,100,6,0.37,0.95,0.76,45,5,0.08,0.58,0.4,0.67,56942.1,59442.91,116385.01,8,4,0.28,0.63,0.12,0.44
116,4.1,90000,51,2209,37,0.0,0.86,0.37,45,4,0.13,0.6,0.23,0.48,28058.22,29091.57,57149.79,15,4,0.31,0.83,0.62,0.84
117,4.7,89000,94,618,57,0.0,0.93,0.43,88,5,0.07,0.59,0.31,0.59,39840.99,38874.92,78715.91,17,4,0.21,0.63,0.53,0.64
118,4.3,110000,52,408,25,0.02,0.91,0.17,30,4,0.15,0.61,0.43,0.62,57142.02,58264.31,115406.32,5,1,0.74,0.85,0.39,0.39
119,4.8,110000,216,6,82,0.04,0.97,0.67,58,8,0.05,0.7,0.11,0.55,88669.45,87597.68,176267.13,7,3,0.22,0.6,0.74,0.83
121,4.7,187000,163,833,19,0.11,0.89,0.54,62,4,0.04,0.56,0.4,0.68,49268.02,49681.2,98949.21,10,4,0.19,0.55,0.09,0.18
122,4.6,85000,24,83,2,0.51,0.89,0.7,89,5,0.04,0.62,0.12,0.6,45837.26,45366.73,91203.99,8,6,0.13,0.46,0.08,0.41
123,4.8,200000,32,282,49,0.07,0.98,0.39,66,4,0.21,0.7,0.41,0.74,61092.96,60916.31,122009.26,4,1,0.72,0.85,0.66,0.66
125,4.6,166000,428,464,94,0.04,0.99,0.52,108,8,0.08,0.62,0.34,0.64,100256.44,99880.44,200136.89,12,13,0.16,0.63,0.25,0.41
127,4.4,219000,223,755,6,0.12,0.85,0.39,30,3,0.15,0.59,0.44,0.79,58148.56,58589.21,116737.77,11,2,0.24,0.49,0.62,0.67
129,4.6,150000,295,611,119,0.15,1.0,0.77,84,11,0.05,0.64,0.14,0.54,78517.86,76621.16,155139.03,8,4,0.32,0.75,0.4,0.51
131,4.8,129900,87,626,106,0.14,0.99,0.72,77,10,0.03,0.7,0.23,0.57,94942.98,94711.91,189654.88,7,6,0.14,0.63,0.7,0.85
133,4.4,138600,112,381,15,0.13,0.84,0.51,50,4,0.06,0.68,0.53,0.79,82839.54,87317.28,170156.82,6,2,0.37,0.6,0.96,0.97
134,4.9,530000,118,35,13,0.04,0.92,0.54,56,2,0.13,0.71,0.41,0.63,50526.8,54132.3,104659.09,8,1,0.58,0.77,0.77,0.77
135,4.7,154000,186,1443,6,0.07,0.86,0.49,81,2,0.04,0.61,0.26,0.31,34959.52,34683.98,69643.5,4,1,0.38,0.76,0.87,0.87
136,4.8,154000,202,3317,20,0.19,1.0,0.71,105,1,0.04,0.65,0.32,0.32,34592.32,35060.57,69652.89,7,5,0.49,0.8,0.16,0.62
138,4.8,210000,140,461,135,0.13,1.0,0.73,109,8,0.14,0.62,0.23,0.63,101337.38,98137.67,199475.06,20,14,0.22,0.71,0.25,0.61
139,4.7,187000,430,4196,138,0.12,1.0,0.6,98,13,0.11,0.64,0.33,0.66,103163.75,101993.46,205157.2,14,13,0.46,0.73,0.61,0.79
140,4.7,75000,108,1072,30,0.03,0.27,0.18,95,5,0.04,0.62,0.08,0.52,38139.69,37721.94,75861.63,11,7,0.12,0.49,0.12,0.37
141,4.6,70000,86,733,11,0.0,0.89,0.46,81,2,0.11,0.64,0.08,0.08,18899.52,18715.37,37614.89,10,3,0.18,0.6,0.74,0.78
142,4.7,544500,654,1468,20,0.22,0.96,0.74,59,4,0.08,0.62,0.31,0.54,59646.5,60399.75,120046.25,9,4,0.1,0.48,0.28,0.46
144,4.5,60000,48,158,12,0.0,0.65,0.37,101,2,0.05,0.59,0.39,0.42,20494.89,20202.31,40697.2,4,4,0.63,0.78,0.37,0.42
145,4.3,150000,30,363,52,0.02,0.98,0.39,62,6,0.21,0.69,0.41,0.74,67201.35,67271.44,134472.79,4,1,0.58,0.74,0.84,0.84
147,4.7,175000,342,1586,126,0.11,0.99,0.6,94,12,0.07,0.66,0.22,0.61,101005.54,99588.05,200593.59,11,12,0.35,0.71,0.63,0.8
148,4.6,88200,127,416,95,0.02,0.99,0.48,103,9,0.12,0.63,0.28,0.6,93497.34,91110.8,184608.14,16,5,0.05,0.61,0.41,0.76
149,4.8,627000,254,229,53,0.09,0.98,0.43,66,6,0.12,0.7,0.5,0.73,63548.48,63574.58,127123.06,5,1,0.62,0.77,0.73,0.73
150,4.8,135000,197,100,83,0.04,0.98,0.67,65,8,0.04,0.72,0.11,0.54,86256.39,84393.84,170650.23,7,3,0.22,0.61,0.75,0.82
152,4.4,60000,40,345,19,0.0,0.97,0.47,134,3,0.05,0.63,0.74,0.77,24592.38,24260.51,48852.89,6,12,0.28,0.6,0.26,0.51
153,4.3,238850,92,783,4,0.51,0.8,0.64,43,4,0.08,0.66,0.67,0.86,54960.42,55703.81,110664.23,3,2,0.64,0.8,0.74,0.82
154,4.8,139900,66,38,12,0.0,0.96,0.2,98,4,0.09,0.62,0.31,0.62,38218.92,37287.9,75506.82,16,2,0.6,0.85,0.73,0.74
155,4.4,80000,106,285,134,0.0,0.96,0.57,108,13,0.07,0.66,0.34,0.66,100900.5,99423.1,200323.6,13,10,0.25,0.67,0.49,0.8
157,4.8,181500,271,360,41,0.33,0.98,0.75,140,9,0.05,0.68,0.45,0.67,52457.82,52685.84,105143.67,12,6,0.24,0.71,0.75,0.9
158,5.0,726000,235,113,38,0.17,0.9,0.56,52,7,0.12,0.64,0.1,0.68,93311.97,95530.74,188842.71,20,7,0.01,0.5,0.01,0.31
159,4.4,95000,41,36,36,0.0,0.46,0.15,55,6,0.1,0.68,0.37,0.61,80776.85,83363.36,164140.21,12,7,0.46,0.64,0.44,0.67
160,4.6,148500,250,503,94,0.07,0.99,0.6,111,10,0.1,0.64,0.29,0.7,96319.31,94181.61,190500.92,20,7,0.06,0.59,0.23,0.75
161,4.7,264000,199,605,14,0.03,0.97,0.55,51,3,0.04,0.67,0.73,0.78,74973.65,76091.4,151065.05,9,2,0.45,0.63,0.66,0.72
164,4.2,159900,70,538,6,0.0,0.93,0.36,29,3,0.14,0.6,0.33,0.77,59656.03,60475.68,120131.71,12,2,0.23,0.55,0.68,0.75
166,4.2,89000,23,224,33,0.0,1.0,0.72,91,7,0.18,0.67,0.17,0.54,49048.07,51563.43,100611.5,9,5,0.11,0.63,0.28,0.61
168,4.7,495000,241,193,11,0.53,0.97,0.77,42,1,0.08,0.63,0.2,0.2,59822.98,61201.75,121024.74,9,3,0.09,0.51,0.25,0.48
171,4.8,214500,251,1522,114,0.02,0.99,0.58,72,8,0.05,0.67,0.07,0.66,112273.2,111551.37,223824.57,8,11,0.15,0.56,0.22,0.55
172,4.7,335850,202,371,10,0.0,0.91,0.42,99,4,0.15,0.68,0.41,0.66,18449.56,17955.72,36405.29,12,7,0.12,0.57,0.14,0.39
173,4.7,170000,312,2150,121,0.04,1.0,0.55,96,10,0.19,0.68,0.2,0.7,112955.89,111005.32,223961.22,13,12,0.15,0.73,0.18,0.45
174,4.4,60000,48,562,18,0.0,0.93,0.25,113,4,0.06,0.71,0.25,0.61,21266.3,20893.18,42159.48,12,1,0.1,0.6,0.35,0.35
175,4.5,200000,285,817,59,0.15,0.98,0.69,103,7,0.08,0.64,0.24,0.6,94955.27,93137.21,188092.48,19,13,0.21,0.67,0.18,0.71
177,4.9,353610,281,363,20,0.22,1.0,0.64,61,3,0.19,0.59,0.4,0.46,48935.62,48557.18,97492.8,9,4,0.12,0.42,0.12,0.25
179,4.3,90000,46,646,3,0.59,0.99,0.77,38,2,0.16,0.59,0.34,0.53,60740.5,60770.23,121510.73,9,5,0.13,0.48,0.32,0.56
180,4.3,60000,50,155,97,0.0,1.0,0.43,98,10,0.19,0.63,0.1,0.59,86613.73,85397.16,172010.89,11,3,0.14,0.57,0.33,0.61
183,4.3,90000,66,732,32,0.0,0.86,0.33,90,5,0.1,0.63,0.25,0.6,39874.57,39745.61,79620.18,15,7,0.25,0.63,0.27,0.45
184,4.1,116550,117,8,93,0.05,1.0,0.53,107,7,0.03,0.62,0.33,0.59,88977.95,89368.89,178346.85,13,14,0.18,0.66,0.23,0.46
186,4.0,120000,43,646,1,0.63,0.63,0.63,128,2,0.01,0.68,0.5,0.57,14026.49,13777.64,27804.13,16,1,0.22,0.77,0.19,0.19
187,4.2,110000,42,600,51,0.02,0.99,0.36,62,6,0.16,0.69,0.37,0.77,67498.77,67851.62,135350.39,4,1,0.64,0.76,0.83,0.83
191,4.7,209000,447,226,8,0.49,0.93,0.78,65,3,0.07,0.61,0.27,0.46,41488.9,42412.3,83901.2,11,10,0.1,0.49,0.08,0.57
194,3.0,57000,44,324,61,0.0,0.97,0.27,126,6,0.05,0.65,0.11,0.65,29091.8,28179.41,57271.21,18,7,0.18,0.54,0.09,0.54
195,4.6,172000,57,515,122,0.02,0.99,0.56,107,14,0.08,0.68,0.16,0.65,103583.07,102254.59,205837.66,11,9,0.21,0.7,0.31,0.85
196,4.8,80000,31,5,51,0.0,0.99,0.44,68,4,0.2,0.7,0.52,0.71,58978.73,58827.06,117805.8,4,1,0.81,0.82,0.58,0.58
197,4.6,254100,283,1255,44,0.23,0.86,0.46,84,4,0.1,0.65,0.4,0.7,28604.47,29310.07,57914.54,8,9,0.02,0.46,0.03,0.32
199,4.3,220000,280,1048,133,0.06,1.0,0.61,106,9,0.06,0.64,0.21,0.66,106327.87,104411.55,210739.42,13,13,0.09,0.7,0.09,0.39
201,4.7,387200,462,205,107,0.09,0.97,0.58,112,7,0.05,0.63,0.27,0.55,94050.56,91759.46,185810.02,12,13,0.27,0.64,0.13,0.38
202,4.4,90000,71,843,37,0.0,1.0,0.17,54,6,0.09,0.67,0.35,0.61,80968.71,83651.6,164620.31,12,7,0.48,0.65,0.46,0.68
204,4.3,72500,83,375,5,0.0,0.7,0.45,69,2,0.07,0.69,0.37,0.52,22971.83,22739.02,45710.86,19,8,0.48,0.8,0.61,0.77
205,4.7,205000,51,784,123,0.03,1.0,0.56,107,13,0.05,0.68,0.19,0.62,99078.7,97754.46,196833.15,12,9,0.23,0.72,0.34,0.84
208,4.5,93000,162,1222,127,0.04,0.99,0.58,101,13,0.02,0.66,0.22,0.61,103380.89,101432.22,204813.12,12,10,0.27,0.73,0.37,0.86
209,3.9,59990,61,370,47,0.0,0.92,0.32,76,4,0.06,0.68,0.37,0.53,28425.12,29161.54,57586.66,5,8,0.28,0.48,0.38,0.59
211,4.9,305910,270,1651,18,0.08,0.88,0.43,147,4,0.05,0.66,0.2,0.49,26294.36,26823.82,53118.18,21,6,0.07,0.55,0.3,0.58
212,4.3,100000,40,190,10,0.0,0.97,0.46,77,3,0.08,0.63,0.23,0.44,30415.45,31939.82,62355.26,11,2,0.31,0.67,0.35,0.65
214,4.4,100000,42,106,35,0.2,0.99,0.7,109,4,0.09,0.61,0.13,0.45,64647.62,63770.94,128418.56,3,1,0.2,0.25,0.8,0.8
215,4.5,121000,57,301,57,0.03,0.92,0.45,80,4,0.06,0.56,0.26,0.5,40853.87,39654.19,80508.05,17,4,0.22,0.56,0.53,0.65
216,4.6,269500,409,440,92,0.04,0.99,0.6,102,8,0.04,0.58,0.3,0.62,87936.88,88189.98,176126.86,13,15,0.2,0.67,0.23,0.57
217,4.5,210000,20,43,136,0.04,0.99,0.61,111,11,0.1,0.64,0.3,0.64,107456.72,105783.4,213240.12,16,10,0.3,0.66,0.62,0.71
218,4.7,532400,737,409,115,0.0,1.0,0.62,109,8,0.08,0.62,0.16,0.6,103738.34,101102.46,204840.8,16,13,0.27,0.72,0.09,0.41
219,4.1,72000,47,553,5,0.5,0.76,0.67,95,1,0.05,0.66,0.17,0.17,13602.18,15420.25,29022.43,19,8,0.11,0.68,0.11,0.62
220,4.2,60000,70,130,18,0.0,0.59,0.14,88,4,0.06,0.66,0.24,0.65,32704.7,33985.99,66690.7,14,5,0.3,0.61,0.3,0.58
221,4.2,172600,312,330,151,0.04,1.0,0.63,104,13,0.14,0.66,0.28,0.75,118423.99,116123.23,234547.22,14,13,0.25,0.75,0.26,0.54
222,3.6,99000,98,1483,1,0.15,0.15,0.15,50,2,0.04,0.66,0.41,0.54,17030.48,17141.91,34172.39,5,1,0.31,0.63,0.61,0.61
223,5.0,90000,44,5,33,0.0,0.7,0.25,111,3,0.04,0.65,0.27,0.62,25770.24,25945.65,51715.89,11,7,0.04,0.59,0.47,0.56
225,4.5,45460,86,1215,20,0.0,0.85,0.31,71,1,0.04,0.7,0.25,0.25,24033.86,23705.71,47739.57,7,4,0.63,0.79,0.3,0.62
227,4.7,159500,197,1005,1,0.98,0.98,0.98,43,2,0.12,0.75,0.31,0.61,8930.34,8741.85,17672.19,3,4,0.63,0.78,0.83,0.86
228,3.0,60000,55,9,18,0.0,0.98,0.38,55,1,0.04,0.57,0.57,0.57,18357.99,18672.62,37030.61,13,2,0.5,0.77,0.54,0.67
231,4.5,239250,303,700,98,0.14,0.98,0.62,113,7,0.08,0.63,0.21,0.54,93522.96,91589.88,185112.84,18,13,0.37,0.73,0.22,0.46
232,4.8,520300,410,245,92,0.14,0.98,0.6,120,7,0.06,0.65,0.15,0.55,89072.44,86831.04,175903.48,13,13,0.28,0.63,0.31,0.47
233,4.4,110000,56,12,93,0.05,0.99,0.58,115,9,0.08,0.64,0.21,0.66,104491.31,103151.5,207642.81,14,13,0.29,0.68,0.33,0.46
234,4.5,270000,10,42,15,0.22,0.97,0.79,65,1,0.04,0.56,0.59,0.59,20186.56,21111.93,41298.49,19,1,0.05,0.65,0.81,0.81
236,4.5,142100,120,143,153,0.04,0.99,0.64,105,13,0.11,0.65,0.25,0.74,117021.57,114610.5,231632.07,14,13,0.25,0.74,0.26,0.54
238,5.0,781000,317,97,37,0.33,0.99,0.79,100,7,0.05,0.68,0.18,0.65,94319.3,92271.51,186590.81,21,7,0.23,0.64,0.14,0.7
240,4.7,122770,42,13,91,0.0,0.99,0.4,100,10,0.22,0.64,0.07,0.6,85572.19,84623.2,170195.39,12,3,0.18,0.61,0.32,0.6
241,4.8,381150,103,128,26,0.61,0.99,0.85,49,6,0.05,0.69,0.49,0.62,52185.6,52609.03,104794.63,4,3,0.61,0.74,0.74,0.75
242,4.5,526350,170,106,54,0.21,0.99,0.67,84,9,0.07,0.63,0.07,0.55,59553.84,58551.64,118105.48,7,24,0.1,0.49,0.06,0.41
243,4.2,110000,184,250,79,0.0,1.0,0.7,105,6,0.08,0.63,0.27,0.52,91674.38,88783.29,180457.66,22,14,0.14,0.71,0.05,0.66
244,3.5,90000,115,438,5,0.63,0.91,0.72,47,2,0.04,0.6,0.27,0.44,45708.92,44863.55,90572.47,4,2,0.01,0.39,0.37,0.63
246,4.7,274000,294,3803,37,0.16,1.0,0.78,148,4,0.11,0.72,0.02,0.32,37774.06,37525.35,75299.41,21,8,0.02,0.54,0.02,0.43
247,4.6,145500,136,619,115,0.02,1.0,0.59,75,7,0.07,0.68,0.09,0.6,100387.51,98853.12,199240.63,8,11,0.17,0.56,0.24,0.56
251,4.5,290000,36,237,85,0.12,0.98,0.75,63,10,0.05,0.71,0.1,0.63,82735.38,83754.91,166490.29,5,4,0.1,0.52,0.65,0.87
253,4.3,60000,70,301,22,0.0,0.53,0.11,126,6,0.12,0.68,0.22,0.48,20059.84,19430.35,39490.19,8,7,0.25,0.48,0.31,0.63
254,4.0,70000,53,487,18,0.0,0.96,0.28,113,4,0.09,0.71,0.29,0.64,22736.56,22298.67,45035.23,12,2,0.13,0.6,0.39,0.68
255,4.8,108000,38,64,122,0.02,1.0,0.57,108,13,0.06,0.68,0.09,0.62,95180.64,93579.76,188760.41,10,5,0.15,0.66,0.24,0.72
257,4.2,132000,180,588,102,0.11,1.0,0.61,70,9,0.22,0.7,0.28,0.66,109041.29,106730.38,215771.67,8,10,0.37,0.59,0.44,0.71
258,4.2,55000,42,258,24,0.0,0.9,0.66,55,3,0.08,0.69,0.54,0.74,43782.1,43934.07,87716.17,11,10,0.06,0.49,0.1,0.65
259,4.8,580800,379,167,1,0.67,0.67,0.67,64,5,0.06,0.62,0.24,0.46,52961.26,49212.08,102173.34,11,6,0.18,0.7,0.2,0.52
